,Brand,Model,Price,Date
1638,APPLE,iPhone 8 PLUS 64GB ,1750,2020-11-02 00:00:00
1639,APPLE,iPhone 8 PLUS 256GB ,2200,2020-11-02 00:00:00
1640,APPLE,iPhone X 64GB ,2200,2020-11-02 00:00:00
1641,APPLE,iPhone X 256GB ,2600,2020-11-02 00:00:00
1642,APPLE,iPhone XS 64GB ,2600,2020-11-02 00:00:00
1643,APPLE,iPhone XS 256GB ,3100,2020-11-02 00:00:00
1644,APPLE,iPhone XS 512GB ,3400,2020-11-02 00:00:00
1645,APPLE,iPhone XS MAX 64GB ,3300,2020-11-02 00:00:00
1646,APPLE,iPhone XS MAX 256GB ,3900,2020-11-02 00:00:00
1647,APPLE,iPhone XS MAX 512GB ,4150,2020-11-02 00:00:00
1648,APPLE,iPhone 11 64GB,3300,2020-11-02 00:00:00
1649,APPLE,iPhone 11 128GB,3800,2020-11-02 00:00:00
1650,APPLE,iPhone 11 256GB,4000,2020-11-02 00:00:00
1651,APPLE,iPhone 11 pro 64GB,4550,2020-11-02 00:00:00
1652,APPLE,iPhone 11 pro 256GB,5500,2020-11-02 00:00:00
1653,APPLE,iPhone 11 pro 512GB,5800,2020-11-02 00:00:00
1654,APPLE,iPhone 11 pro max 64GB,5400,2020-11-02 00:00:00
1655,APPLE,iPhone 11 pro max 256GB,6400,2020-11-02 00:00:00
1656,APPLE,iPhone 11 pro max 512GB,6700,2020-11-02 00:00:00
1657,Samsung,Galaxy A5 (A5000),200,2020-11-02 00:00:00
1658,Samsung,Galaxy A7 (A700YD),300,2020-11-02 00:00:00
1659,Samsung,Galaxy A8,400,2020-11-02 00:00:00
1660,Samsung,Galaxy A8+ (A730),500,2020-11-02 00:00:00
1661,Samsung,Galaxy A8 Star (G8850),500,2020-11-02 00:00:00
1662,Samsung,Galaxy A9,500,2020-11-02 00:00:00
1663,Samsung,Galaxy C5 32GB,200,2020-11-02 00:00:00
1664,Samsung,Galaxy C5 64GB,250,2020-11-02 00:00:00
1665,Samsung,Galaxy C5 Pro 64GB,200,2020-11-02 00:00:00
1666,Samsung,Galaxy C7 32GB,300,2020-11-02 00:00:00
1667,Samsung,Galaxy C7 64GB,300,2020-11-02 00:00:00
1668,Samsung,Galaxy C7 Pro 64GB,350,2020-11-02 00:00:00
1669,Samsung,Galaxy C9 Pro 64GB,450,2020-11-02 00:00:00
1670,Samsung,Galaxy Note 3 (N900),100,2020-11-02 00:00:00
1671,Samsung,Galaxy Note 3 LTE (N9005),150,2020-11-02 00:00:00
1672,Samsung,Galaxy Note 3 NEO LTE (N7505),100,2020-11-02 00:00:00
1673,Samsung,Galaxy Note 4 (N910U),300,2020-11-02 00:00:00
1674,Samsung,Galaxy Note 4 Dual SIM(N9100),300,2020-11-02 00:00:00
1675,Samsung,Galaxy Note 5 (N9200),550,2020-11-02 00:00:00
1676,Samsung,Galaxy Note 8 (64GB),1300,2020-11-02 00:00:00
1677,Samsung,Galaxy Note 8 (128GB),1400,2020-11-02 00:00:00
1678,Samsung,Galaxy Note 8 (256GB),1450,2020-11-02 00:00:00
1679,Samsung,Galaxy Note 9 回收(128GB),1500,2020-11-02 00:00:00
1680,Samsung,Galaxy Note 9 (512GB),2100,2020-11-02 00:00:00
1681,Samsung,Galaxy Note 10 (256GB) 4G版,2800,2020-11-02 00:00:00
1682,Samsung,Galaxy Note 10 (512GB) 5G版,3800,2020-11-02 00:00:00
1683,Samsung,Galaxy S5 (G900),100,2020-11-02 00:00:00
1684,Samsung,Galaxy S6 (G9200),200,2020-11-02 00:00:00
1685,Samsung,Galaxy S6 EDGE (G9250) ,300,2020-11-02 00:00:00
1686,Samsung,Galaxy S6 EDGE PLUS (G9287) ,350,2020-11-02 00:00:00
1687,Samsung,Galaxy S7 (G930F),350,2020-11-02 00:00:00
1688,Samsung,Galaxy S7 EDGE (G9350) ,450,2020-11-02 00:00:00
1689,Samsung,Galaxy S8,700,2020-11-02 00:00:00
1690,Samsung,Galaxy S8+ - 64GB,800,2020-11-02 00:00:00
1691,Samsung,Galaxy S8+ - 128GB,950,2020-11-02 00:00:00
1692,Samsung,Galaxy S9 (64GB),1000,2020-11-02 00:00:00
1693,Samsung,Galaxy S9+ (64GB),1200,2020-11-02 00:00:00
1694,Samsung,Galaxy S9+ (128GB),1300,2020-11-02 00:00:00
1695,Samsung,Galaxy S9+ (256GB),1500,2020-11-02 00:00:00
1696,Samsung,Galaxy S10 回收價(128GB),1950,2020-11-02 00:00:00
1697,Samsung,Galaxy S10 (512GB),2350,2020-11-02 00:00:00
1698,Samsung,Galaxy S10e 回收價(128GB),1800,2020-11-02 00:00:00
1699,Samsung,Galaxy S10+ (1T),3300,2020-11-02 00:00:00
1700,Samsung,Galaxy S10+ 二手 回收價 (512GB),2900,2020-11-02 00:00:00
1701,Samsung,Galaxy S10+ (128GB),2400,2020-11-02 00:00:00
1702,Samsung,Galaxy C8,300,2020-11-02 00:00:00
1703,Samsung,Galaxy J5,100,2020-11-02 00:00:00
1704,Samsung,Galaxy J6,100,2020-11-02 00:00:00
1705,Samsung,Galaxy J7,150,2020-11-02 00:00:00
1706,Samsung,Galaxy J5 Prime,100,2020-11-02 00:00:00
1707,Samsung,Galaxy J7 Prime,150,2020-11-02 00:00:00
1708,Huawei,mate8 32GB,200,2020-11-02 00:00:00
1709,Huawei,mate8 64GB,200,2020-11-02 00:00:00
1710,Huawei,mate9 4+32GB,300,2020-11-02 00:00:00
1711,Huawei,mate9 4+64GB,300,2020-11-02 00:00:00
1712,Huawei,mate9 6+128GB,300,2020-11-02 00:00:00
1713,Huawei,mate9 Pro 4+64GB,400,2020-11-02 00:00:00
1714,Huawei,mate9 Pro 6+128GB,500,2020-11-02 00:00:00
1715,Huawei      ,mate10 4+64GB ,600,2020-11-02 00:00:00
1716,Huawei,mate10 6+128GB,700,2020-11-02 00:00:00
1717,Huawei,mate10 PRO 6+64GB,800,2020-11-02 00:00:00
1718,Huawei      ,mate10 PRO 6+128GB ,900,2020-11-02 00:00:00
1719,Huawei      ,mate20 6+64GB ,1200,2020-11-02 00:00:00
1720,Huawei,mate20 6+128GB,1400,2020-11-02 00:00:00
1721,Huawei      ,mate20X 6+128GB ,2100,2020-11-02 00:00:00
1722,Huawei,mate20X 8+256GB,2400,2020-11-02 00:00:00
1723,Huawei,mate20 pro 6+128GB,1700,2020-11-02 00:00:00
1724,Huawei,mate20 pro 8+128GB,2000,2020-11-02 00:00:00
1725,Huawei,mate20 pro 8+256GB ,2200,2020-11-02 00:00:00
1726,Huawei,mate30 pro 回收價8+128GB 4G版,3200,2020-11-02 00:00:00
1727,Huawei,mate30 pro 8+256GB 4G版,3350,2020-11-02 00:00:00
1728,Huawei,mate30 pro 8+128GB 5G版,3900,2020-11-02 00:00:00
1729,Huawei,mate30 pro 8+256GB 5G版,4100,2020-11-02 00:00:00
1730,Huawei,mate30  6+128GB 4G版,2000,2020-11-02 00:00:00
1731,Huawei,mate30  8+128GB 4G版,2200,2020-11-02 00:00:00
1732,Huawei,mate30  6+128GB 5G版,2900,2020-11-02 00:00:00
1733,Huawei,mate30  8+128GB 5G版,3200,2020-11-02 00:00:00
1734,Huawei      ,P9 32GB ,250,2020-11-02 00:00:00
1735,Huawei      ,P9 64GB ,300,2020-11-02 00:00:00
1736,Huawei,P9 plus 4+64GB,350,2020-11-02 00:00:00
1737,Huawei,P9 plus 4+128GB,400,2020-11-02 00:00:00
1738,Huawei      ,P10 4+64GB ,400,2020-11-02 00:00:00
1739,Huawei,P10 4+128GB,500,2020-11-02 00:00:00
1740,Huawei      ,P10 Plus 6+128GB ,500,2020-11-02 00:00:00
1741,Huawei,P10 Plus 6+256GB,550,2020-11-02 00:00:00
1742,Huawei      ,P20 6+64GB ,850,2020-11-02 00:00:00
1743,Huawei      ,P20 6+128GB ,950,2020-11-02 00:00:00
1744,Huawei      ,P20 PRO 6+64GB ,950,2020-11-02 00:00:00
1745,Huawei,P20 PRO 6+128GB,1000,2020-11-02 00:00:00
1746,Huawei,P20 PRO 6+256GB,1150,2020-11-02 00:00:00
1747,Huawei,P20 PRO 8+128GB,1100,2020-11-02 00:00:00
1748,Huawei,P30 6+128GB,1600,2020-11-02 00:00:00
1749,Huawei,P30 8+128GB,1650,2020-11-02 00:00:00
1750,Huawei,P30 8+256GB,1900,2020-11-02 00:00:00
1751,Huawei,P30 pro 8+128GB,2200,2020-11-02 00:00:00
1752,Huawei,P30 pro 8+256GB,2450,2020-11-02 00:00:00
1753,Huawei,P30 pro 8+512GB,2600,2020-11-02 00:00:00
1754,Huawei      ,NOVA 2 Plus ,600,2020-11-02 00:00:00
1755,Huawei      ,NOVA 2I ,500,2020-11-02 00:00:00
1756,Huawei      ,Huawei MEDIA PAD M3 LITE 8 INCH LTE ,500,2020-11-02 00:00:00
1757,Huawei      ,Huawei MEDIA PAD M5 8.4 INCH LTE ,900,2020-11-02 00:00:00
1758,HTC,M9,400,2020-11-02 00:00:00
1759,HTC,M9+,500,2020-11-02 00:00:00
1760,HTC,HTC U11,1400,2020-11-02 00:00:00
1761,HTC,HTC U11+,1700,2020-11-02 00:00:00
1762,HTC,HTC U ULTRA,800,2020-11-02 00:00:00
1763,HTC,HTC U PLAY,500,2020-11-02 00:00:00
1764,HTC,HTC U 11 EYES,1000,2020-11-02 00:00:00
1765,HTC,HTC DESIRE 12+ (32GB),700,2020-11-02 00:00:00
1766,HTC,HTC U12+,2600,2020-11-02 00:00:00
1767,LG,G5 (H860N),250,2020-11-02 00:00:00
1768,LG,G6 (H870DS),500,2020-11-02 00:00:00
1769,LG,G6+ (H870DSU),550,2020-11-02 00:00:00
1770,LG,Q6+,400,2020-11-02 00:00:00
1771,LG,LG G7 THINQ (4GB+64GB),2500,2020-11-02 00:00:00
1772,LG,LG G7+ THINQ (6GB+128GB),3000,2020-11-02 00:00:00
1773,LG,V10,100,2020-11-02 00:00:00
1774,LG,V20,350,2020-11-02 00:00:00
1775,LG,V30,550,2020-11-02 00:00:00
1776,LG,V30+,700,2020-11-02 00:00:00
1777,Sony,XPERIA Z2 (C6503),150,2020-11-02 00:00:00
1778,Sony,XPERIA XZ2 Premium (H8166),3600,2020-11-02 00:00:00
1779,Sony,XPERIA Z3 (D6653),250,2020-11-02 00:00:00
1780,Sony,XPERIA Z3 Compact (D5833),250,2020-11-02 00:00:00
1781,Sony,XPERIA Z3+ (E6553 / E6533),250,2020-11-02 00:00:00
1782,Sony,XPERIA Z3+ DUAL,250,2020-11-02 00:00:00
1783,Sony,XPERIA Z5 (E6653),550,2020-11-02 00:00:00
1784,Sony,XPERIA Z5 Dual (E6683),480,2020-11-02 00:00:00
1785,Sony,XPERIA Z5 Compact (E5823),350,2020-11-02 00:00:00
1786,Sony,XPERIA Z5 Premium (E6853),550,2020-11-02 00:00:00
1787,Sony,XPERIA Z5 Premium DUAL,500,2020-11-02 00:00:00
1788,Sony,XPERIA XZ Premium,850,2020-11-02 00:00:00
1789,Sony,XPERIA XA1 ULTRA,600,2020-11-02 00:00:00
1790,Sony,XPERIA XA1,350,2020-11-02 00:00:00
1791,Sony,XPERIA XZ1,1700,2020-11-02 00:00:00
1792,Sony,XPERIA XZ2 (H8296) BLACK,2600,2020-11-02 00:00:00
1793,Sony,XPERIA XZ1 COMPACT,1500,2020-11-02 00:00:00
1794,Sony,XPERIA XZ2 COMPACT (H8324),2300,2020-11-02 00:00:00
1795,Sony,XPERIA XZs,1000,2020-11-02 00:00:00
1796,Sony,SONY XPERIA XA2 ULTRA (H4233),1000,2020-11-02 00:00:00
1797,Apple,iPad air wifi16GB (3G+HK$150),500,2020-11-02 00:00:00
1798,Apple,iPad air wifi32GB (3G+HK$150),650,2020-11-02 00:00:00
1799,Apple,iPad air wifi64GB (3G+HK$150),700,2020-11-02 00:00:00
1800,Apple,iPad air2 wifi 16GB (4G+HK$200),700,2020-11-02 00:00:00
1801,Apple,iPad air2 wifi 64GB (4G+HK$200),900,2020-11-02 00:00:00
1802,Apple,iPad air2 wifi 128GB (4G+HK$200),1000,2020-11-02 00:00:00
1803,Apple,iPad air3 wifi 64GB (4G+HK$300),2200,2020-11-02 00:00:00
1804,Apple,iPad air3 wifi 256GB (4G+HK$300),2800,2020-11-02 00:00:00
1805,Apple,iPad 7（2019） wifi32GB (3G+HK$300),1700,2020-11-02 00:00:00
1806,Apple,iPad 7（2019） wifi128GB (3G+HK$300),2200,2020-11-02 00:00:00
1807,Apple,iPad 6（2018） wifi32GB (3G+HK$300),1200,2020-11-02 00:00:00
1808,Apple,iPad 6（2018） wifi128GB (3G+HK$300),1350,2020-11-02 00:00:00
1809,Apple,iPad 5（2017） wifi32GB (3G+HK$200),1000,2020-11-02 00:00:00
1810,Apple,iPad 5（2017） wifi128GB (3G+HK$200),1200,2020-11-02 00:00:00
1811,Apple,iPad mini 1 wifi16GB (3G+HK$50),150,2020-11-02 00:00:00
1812,Apple,iPad mini 1 wifi32GB (3G+HK$50),200,2020-11-02 00:00:00
1813,Apple,iPad mini 1 wifi64GB (3G+HK$50),250,2020-11-02 00:00:00
1814,Apple,iPad mini2 wifi16GB (3G+HK$50),400,2020-11-02 00:00:00
1815,Apple,iPad mini2 wifi32GB (3G+HK$50),500,2020-11-02 00:00:00
1816,Apple,iPad mini2 wifi64GB (3G+HK$50),600,2020-11-02 00:00:00
1817,Apple,iPad mini2 wifi128GB (3G+HK$50),650,2020-11-02 00:00:00
1818,Apple,iPad mini3 wifi16GB (4G+HK$150),600,2020-11-02 00:00:00
1819,Apple,iPad mini3 wifi64GB (4G+HK$150),700,2020-11-02 00:00:00
1820,Apple,iPad mini3 wifi128GB (4G+HK$150),850,2020-11-02 00:00:00
1821,Apple,iPad mini4 wifi16GB (4G+HK$200),800,2020-11-02 00:00:00
1822,Apple,iPad mini4 wifi64GB (4G+HK$300),1100,2020-11-02 00:00:00
1823,Apple,iPad mini4 wifi128GB (4G+HK$300),1300,2020-11-02 00:00:00
1824,Apple,iPad pro （1） 9.7inch wifi 32GB (4G+HK$250),1400,2020-11-02 00:00:00
1825,Apple,iPad pro （1） 9.7inch wifi 128GB (4G+HK$250),1700,2020-11-02 00:00:00
1826,Apple,iPad pro （1） 9.7inch wifi 256GB (4G+HK$250),1800,2020-11-02 00:00:00
1827,Apple,iPad pro （1） 12.9inch wifi 32GB (4G+HK$300),1800,2020-11-02 00:00:00
1828,Apple,iPad pro （1） 12.9inch wifi 128GB (4G+HK$300),2200,2020-11-02 00:00:00
1829,Apple,iPad pro （1） 12.9inch wifi 256GB (4G+HK$300),2600,2020-11-02 00:00:00
1830,Apple,iPad pro （2） 10.5inch wifi 64GB (4G+HK$300),2100,2020-11-02 00:00:00
1831,Apple,iPad pro （2） 10.5inch wifi 256GB (4G+HK$300),2550,2020-11-02 00:00:00
1832,Apple,iPad pro （2） 10.5inch wifi 512GB (4G+HK$300),2800,2020-11-02 00:00:00
1833,Apple,iPad pro （2） 12.9inch wifi 64GB (4G+HK$350),2500,2020-11-02 00:00:00
1834,Apple,iPad pro （2） 12.9inch wifi 256GB (4G+HK$350),2900,2020-11-02 00:00:00
1835,Apple,iPad pro （2） 12.9inch wifi 512GB (4G+HK$350),3300,2020-11-02 00:00:00
1836,Samsung,Galaxy Tab S 8.4 (T700 - wifi),500,2020-11-02 00:00:00
1837,Samsung,Galaxy Tab S 8.4 (T705 - 4G),600,2020-11-02 00:00:00
1838,Xiaomi,Xiaomi REDMI Note 4 (64GB),150,2020-11-02 00:00:00
1839,Xiaomi,Xiaomi REDMI Note 4X (64GB),200,2020-11-02 00:00:00
1840,Xiaomi,Xiaomi REDMI Note 4X (32GB),150,2020-11-02 00:00:00
1841,Xiaomi,Xiaomi REDMI 4X (32GB),100,2020-11-02 00:00:00
1842,Xiaomi,Xiaomi MI 6,500,2020-11-02 00:00:00
1843,Xiaomi,Xiaomi MI MAX 2,300,2020-11-02 00:00:00
1844,Xiaomi,Xiaomi MI MIX 2 (6GB),1300,2020-11-02 00:00:00
1845,Xiaomi,Xiaomi MI A1,450,2020-11-02 00:00:00
1846,Xiaomi,Xiaomi REDMI 5,300,2020-11-02 00:00:00
1847,Xiaomi,Xiaomi REDMI 5 PLUS,350,2020-11-02 00:00:00
1848,Xiaomi,Xiaomi REDMI Note 5 (4GB),400,2020-11-02 00:00:00
1849,Xiaomi,Xiaomi REDMI Note 5 (6GB),400,2020-11-02 00:00:00
1850,Xiaomi,Xiaomi REDMI 6 (3GB),450,2020-11-02 00:00:00
1851,Xiaomi,Xiaomi REDMI 6 (4GB),450,2020-11-02 00:00:00
1852,APPLE,iPhone 12 64g,4600,2021-05-18 00:00:00
1853,APPLE,iPhone 12 128g,5700,2021-05-18 00:00:00
1854,APPLE,iPhone 12 256g,6200,2021-05-18 00:00:00
1855,APPLE,iPhone 12 pro 128GB,6900,2021-05-18 00:00:00
1856,APPLE,iPhone 12 pro 256GB,7700,2021-05-18 00:00:00
1857,APPLE,iPhone 12 pro 512GB,8400,2021-05-18 00:00:00
1858,APPLE,iPhone 12 pro max 128GB,7500,2021-05-18 00:00:00
1859,APPLE,iPhone 12 pro max 256GB,8400,2021-05-18 00:00:00
1860,APPLE,iPhone 12 pro max 512GB,8900,2021-05-18 00:00:00
1861,APPLE,iPhone 12 mini 64g,3800,2021-05-18 00:00:00
1862,APPLE,iPhone 12 mini 128g,4800,2021-05-18 00:00:00
1863,APPLE,iPhone 12 mini 256g,5200,2021-05-18 00:00:00
1864,APPLE,iPhone se2 64g,1550,2021-05-18 00:00:00
1865,APPLE,iPhone se2 128g,1750,2021-05-18 00:00:00
1866,APPLE,iPhone se2 256g,1950,2021-05-18 00:00:00
1867,APPLE,iPhone 11 64GB,3300,2021-05-18 00:00:00
1868,APPLE,iPhone 11 128GB,3800,2021-05-18 00:00:00
1869,APPLE,iPhone 11 256GB,4000,2021-05-18 00:00:00
1870,APPLE,iPhone 11 pro 64GB,4000,2021-05-18 00:00:00
1871,APPLE,iPhone 11 pro 256GB,5150,2021-05-18 00:00:00
1872,APPLE,iPhone 11 pro 512GB,5300,2021-05-18 00:00:00
1873,APPLE,iPhone 11 pro max 64GB,5000,2021-05-18 00:00:00
1874,APPLE,iPhone 11 pro max 256GB,6000,2021-05-18 00:00:00
1875,APPLE,iPhone 11 pro max 512GB,6200,2021-05-18 00:00:00
1876,APPLE,iPhone XS MAX 64GB ,3000,2021-05-18 00:00:00
1877,APPLE,iPhone XS MAX 256GB ,3600,2021-05-18 00:00:00
1878,APPLE,iPhone XS MAX 512GB ,3800,2021-05-18 00:00:00
1879,APPLE,iPhone XS 64GB ,2100,2021-05-18 00:00:00
1880,APPLE,iPhone XS 256GB ,2600,2021-05-18 00:00:00
1881,APPLE,iPhone XS 512GB ,2800,2021-05-18 00:00:00
1882,APPLE,iPhone X 64GB ,1750,2021-05-18 00:00:00
1883,APPLE,iPhone X 256GB ,2150,2021-05-18 00:00:00
1884,APPLE,iPhone 8 64GB ,950,2021-05-18 00:00:00
1885,APPLE,iPhone 8 256GB ,1350,2021-05-18 00:00:00
1886,APPLE,iPhone 8 PLUS 64GB ,1500,2021-05-18 00:00:00
1887,APPLE,iPhone 8 PLUS 256GB ,1950,2021-05-18 00:00:00
1888,APPLE,iPhone 7 32GB,500,2021-05-18 00:00:00
1889,APPLE,iPhone 7 128GB ,700,2021-05-18 00:00:00
1890,APPLE,iPhone 7 256GB ,800,2021-05-18 00:00:00
1891,APPLE,iPhone 7 PLUS 回收價 32GB ,900,2021-05-18 00:00:00
1892,APPLE,iPhone 7 PLUS 128GB ,1150,2021-05-18 00:00:00
1893,APPLE,iPhone 7 PLUS 256GB ,1200,2021-05-18 00:00:00
1894,APPLE,iPhone 6s 16GB ,300,2021-05-18 00:00:00
1895,APPLE,iPhone 6s 32GB,400,2021-05-18 00:00:00
1896,APPLE,iPhone 6s 64GB,450,2021-05-18 00:00:00
1897,APPLE,iPhone 6s 128GB,550,2021-05-18 00:00:00
1898,APPLE,iPhone 6s PLUS 16GB,400,2021-05-18 00:00:00
1899,APPLE,iPhone 6s PLUS 32GB,500,2021-05-18 00:00:00
1900,APPLE,iPhone 6s PLUS 64GB,600,2021-05-18 00:00:00
1901,APPLE,iPhone 6s PLUS 128GB,650,2021-05-18 00:00:00
1902,APPLE,iPhone 6 16GB ,250,2021-05-18 00:00:00
1903,APPLE,iPhone 6 64GB ,350,2021-05-18 00:00:00
1904,APPLE,iPhone 6 128GB,350,2021-05-18 00:00:00
1905,APPLE,iPhone 6 PLUS 16GB,400,2021-05-18 00:00:00
1906,APPLE,iPhone 6 PLUS 64GB,400,2021-05-18 00:00:00
1907,APPLE,iPhone 6 PLUS 128GB,450,2021-05-18 00:00:00
1908,APPLE,iPhone SE 32GB,400,2021-05-18 00:00:00
1909,APPLE,iPhone SE 64GB,500,2021-05-18 00:00:00
1910,Samsung,Galaxy s21 ultra 回收價 16+512GB,7600,2021-05-18 00:00:00
1911,Samsung,Galaxy s21 ultra 回收價 12+256GB,6300,2021-05-18 00:00:00
1912,Samsung,Galaxy s21 plus 回收價 8+256GB,4750,2021-05-18 00:00:00
1913,Samsung,Galaxy s21回收價 8+256GB,3900,2021-05-18 00:00:00
1914,Samsung,Galaxy s20 plus 回收價 16+512GB,5200,2021-05-18 00:00:00
1915,Samsung, Galaxy s20 plus 回收價 12+256GB ,4600,2021-05-18 00:00:00
1916,Samsung, Galaxy s20 plus 回收價 8+128GB ,3400,2021-05-18 00:00:00
1917,Samsung,Galaxy s20回收價8+256GB,3300,2021-05-18 00:00:00
1918,Samsung,Galaxy s20fe 回收價 128GB,2700,2021-05-18 00:00:00
1919,Samsung,Galaxy note20 ultra 回收價 512GB ,5800,2021-05-18 00:00:00
1920,Samsung,Galaxy note20 ultra 回收價 256GB,5500,2021-05-18 00:00:00
1921,Samsung, Galaxy note20 5g 回收價 256GB ,3900,2021-05-18 00:00:00
1922,Samsung, Galaxy fold2回收價512GB ,8500,2021-05-18 00:00:00
1923,Samsung, Galaxy fold 回收價 512GB ,4150,2021-05-18 00:00:00
1924,Samsung, Galaxy z flip 5G回收價 ,5100,2021-05-18 00:00:00
1925,Samsung, Galaxy z flip 4G回收價 ,3100,2021-05-18 00:00:00
1926,Samsung,Galaxy Note 10 256GB ,2200,2021-05-18 00:00:00
1927,Samsung,Galaxy Note 10 plus回收價512GB,3500,2021-05-18 00:00:00
1928,Samsung,Galaxy Note 10 plus回收價256GB,3100,2021-05-18 00:00:00
1929,Samsung,Galaxy Note 10 lite回收價,1300,2021-05-18 00:00:00
1930,Samsung,Galaxy S10 回收價(128GB),1600,2021-05-18 00:00:00
1931,Samsung,Galaxy S10 (512GB),1800,2021-05-18 00:00:00
1932,Samsung,Galaxy S10e 回收價(128GB),1300,2021-05-18 00:00:00
1933,Samsung,Galaxy S10 plus (1T),2450,2021-05-18 00:00:00
1934,Samsung,Galaxy S10 plus二手回收價 (512GB),2200,2021-05-18 00:00:00
1935,Samsung,Galaxy S10 plus (128GB),1900,2021-05-18 00:00:00
1936,Samsung,Galaxy Note 9 回收價(128GB),1450,2021-05-18 00:00:00
1937,Samsung,Galaxy Note 9二手回收價 (512GB),1900,2021-05-18 00:00:00
1938,Samsung,Galaxy Note 8 (64GB),900,2021-05-18 00:00:00
1939,Samsung,Galaxy Note 8 (128GB),1000,2021-05-18 00:00:00
1940,Samsung,Galaxy Note 8 (256GB),1100,2021-05-18 00:00:00
1941,Samsung,Galaxy S9 回收價(64GB),800,2021-05-18 00:00:00
1942,Samsung,Galaxy S9 plus回收價 (64GB),1000,2021-05-18 00:00:00
1943,Samsung,Galaxy S9 plus(128GB),1150,2021-05-18 00:00:00
1944,Samsung,Galaxy S9 plus (256GB),1400,2021-05-18 00:00:00
1945,Samsung,Galaxy S8,550,2021-05-18 00:00:00
1946,Samsung,Galaxy S8 plus回收價 64GB,650,2021-05-18 00:00:00
1947,Samsung,Galaxy S8 plus128GB,750,2021-05-18 00:00:00
1948,Samsung,Galaxy c9/C9 Pro 64GB,450,2021-05-18 00:00:00
1949,Samsung,Galaxy C8,300,2021-05-18 00:00:00
1950,Samsung,Galaxy c7/c7 pro,250,2021-05-18 00:00:00
1951,Samsung,Galaxy A9 ,250,2021-05-18 00:00:00
1952,Samsung,Galaxy A9 2018年款,600,2021-05-18 00:00:00
1953,Samsung,Galaxy A80,900,2021-05-18 00:00:00
1954,Samsung,Galaxy A71 5G版,1900,2021-05-18 00:00:00
1955,Samsung,Galaxy A70,800,2021-05-18 00:00:00
1956,Samsung,Galaxy A51回收價,1100,2021-05-18 00:00:00
1957,Samsung,Galaxy A51 5G版回收價,1350,2021-05-18 00:00:00
1958,Samsung,Galaxy A42回收價,1300,2021-05-18 00:00:00
1959,Samsung,Galaxy A40s回收價,600,2021-05-18 00:00:00
1960,Samsung,Galaxy A32回收價,1100,2021-05-18 00:00:00
1961,Samsung,Galaxy A31回收價,800,2021-05-18 00:00:00
1962,Samsung,Galaxy A21s回收價,600,2021-05-18 00:00:00
1963,Samsung,Galaxy A20s回收價,400,2021-05-18 00:00:00
1964,Samsung,Galaxy S7 (G930F),250,2021-05-18 00:00:00
1965,Samsung,Galaxy S7 EDGE (G9350) ,350,2021-05-18 00:00:00
1966,Samsung,Galaxy S6 (G9200),150,2021-05-18 00:00:00
1967,Samsung,Galaxy S6 EDGE (G9250) ,200,2021-05-18 00:00:00
1968,Samsung,Galaxy S6 EDGE PLUS (G9287) ,300,2021-05-18 00:00:00
1969,Samsung,Galaxy Note 5 (N9200),550,2021-05-18 00:00:00
1970,Samsung,Galaxy S5 (G900),100,2021-05-18 00:00:00
1971,Samsung,Galaxy J7,150,2021-05-18 00:00:00
1972,Samsung,Galaxy J5 Prime,100,2021-05-18 00:00:00
1973,Samsung,Galaxy J7 Prime,150,2021-05-18 00:00:00
1974,Huawei,華為p40 pro 256g,3800,2021-05-18 00:00:00
1975,Huawei,華為p40 pro+ 512g,4700,2021-05-18 00:00:00
1976,Huawei,mate8 32GB,200,2021-05-18 00:00:00
1977,Huawei,mate8 64GB,200,2021-05-18 00:00:00
1978,Huawei,mate9 4+32GB,300,2021-05-18 00:00:00
1979,Huawei,mate9 4+64GB,300,2021-05-18 00:00:00
1980,Huawei,mate9 6+128GB,300,2021-05-18 00:00:00
1981,Huawei,mate9 Pro 4+64GB,400,2021-05-18 00:00:00
1982,Huawei,mate9 Pro 6+128GB,500,2021-05-18 00:00:00
1983,Huawei      ,mate10 4+64GB ,600,2021-05-18 00:00:00
1984,Huawei,mate10 6+128GB,700,2021-05-18 00:00:00
1985,Huawei,mate10 PRO 6+64GB,800,2021-05-18 00:00:00
1986,Huawei      ,mate10 PRO 6+128GB ,900,2021-05-18 00:00:00
1987,Huawei      ,mate20 6+64GB ,1200,2021-05-18 00:00:00
1988,Huawei,mate20 6+128GB,1400,2021-05-18 00:00:00
1989,Huawei      ,mate20X 6+128GB ,2100,2021-05-18 00:00:00
1990,Huawei,mate20X 8+256GB,2400,2021-05-18 00:00:00
1991,Huawei,mate20 pro 6+128GB,1700,2021-05-18 00:00:00
1992,Huawei,mate20 pro 8+128GB,2000,2021-05-18 00:00:00
1993,Huawei,mate20 pro 8+256GB ,2200,2021-05-18 00:00:00
1994,Huawei,mate30 pro 回收價8+128GB 4G版,3200,2021-05-18 00:00:00
1995,Huawei,mate30 pro 8+256GB 4G版,3350,2021-05-18 00:00:00
1996,Huawei,mate30 pro 8+128GB 5G版,3900,2021-05-18 00:00:00
1997,Huawei,mate30 pro 8+256GB 5G版,4100,2021-05-18 00:00:00
1998,Huawei,mate30  6+128GB 4G版,2000,2021-05-18 00:00:00
1999,Huawei,mate30  8+128GB 4G版,2200,2021-05-18 00:00:00
2000,Huawei,mate30  6+128GB 5G版,2900,2021-05-18 00:00:00
